person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,previous_loan_defaults_on_file,years_to_pay,loan_amount,monthly_payment
29.0,male,Associate,39781.0,6,RENT,EDUCATION,14.65,0.18,10.0,No,28,315000,937
35.0,male,High School,40525.0,13,RENT,EDUCATION,7.9,0.17,9.0,No,25,299000,996
31.0,female,Bachelor,59727.0,9,MORTGAGE,HOMEIMPROVEMENT,14.11,0.14,9.0,No,29,340500,978
28.0,male,Master,42168.0,0,RENT,EDUCATION,13.49,0.17,5.0,No,29,318000,913
27.0,male,Bachelor,43057.0,5,RENT,VENTURE,14.91,0.16,8.0,No,30,343000,952
33.0,male,Master,44098.0,9,RENT,DEBTCONSOLIDATION,5.79,0.16,5.0,No,28,338000,1005
28.0,male,High School,59578.0,3,MORTGAGE,VENTURE,11.01,0.13,7.0,No,28,302000,898
27.0,male,Bachelor,48129.0,5,RENT,PERSONAL,13.79,0.15,7.0,No,26,270500,866
29.0,female,Bachelor,48995.0,11,RENT,DEBTCONSOLIDATION,14.91,0.14,9.0,No,31,353500,950
32.0,male,High School,59964.0,10,MORTGAGE,MEDICAL,10.99,0.19,9.0,No,28,318000,946
30.0,female,Bachelor,59871.0,8,MORTGAGE,PERSONAL,13.49,0.27,7.0,No,27,301500,930
28.0,female,Bachelor,58458.0,2,RENT,HOMEIMPROVEMENT,12.68,0.12,10.0,No,29,319000,916
28.0,male,Bachelor,60062.0,5,MORTGAGE,HOMEIMPROVEMENT,15.58,0.33,9.0,No,30,346500,962
35.0,female,Bachelor,21675.0,16,RENT,VENTURE,12.36,0.33,8.0,No,27,328000,1012
27.0,female,Associate,22698.0,4,RENT,VENTURE,7.49,0.32,9.0,No,31,345000,927
34.0,female,Associate,35296.0,13,RENT,EDUCATION,11.99,0.2,10.0,No,27,322000,993
33.0,female,Master,37185.0,11,RENT,PERSONAL,12.69,0.19,10.0,No,28,335000,997
31.0,female,Bachelor,36894.0,9,RENT,HOMEIMPROVEMENT,11.01,0.2,10.0,No,29,332000,954
29.0,female,Associate,38356.0,8,RENT,PERSONAL,11.03,0.19,8.0,No,29,329000,945
29.0,male,High School,40456.0,8,RENT,EDUCATION,11.71,0.18,10.0,No,28,305000,907
34.0,female,High School,43400.0,10,RENT,MEDICAL,14.84,0.17,10.0,No,27,327000,1009
27.0,female,Associate,47687.0,2,RENT,DEBTCONSOLIDATION,10.65,0.15,5.0,No,26,275500,883
34.0,male,Bachelor,48069.0,11,RENT,HOMEIMPROVEMENT,11.71,0.15,5.0,No,29,359500,1033
27.0,male,Master,60000.0,4,MORTGAGE,PERSONAL,9.76,0.25,7.0,No,31,359500,966
27.0,female,Associate,60036.0,5,MORTGAGE,DEBTCONSOLIDATION,16.32,0.12,7.0,No,31,348500,936
27.0,female,Associate,60429.0,4,MORTGAGE,VENTURE,15.27,0.08,7.0,No,29,324500,932
30.0,male,Doctorate,60792.0,7,MORTGAGE,MEDICAL,14.54,0.1,6.0,No,27,295500,912
30.0,male,Associate,25995.0,6,RENT,MEDICAL,8.0,0.28,10.0,No,26,289000,926
33.0,female,Associate,60947.0,7,MORTGAGE,DEBTCONSOLIDATION,16.89,0.16,7.0,No,28,334000,994
32.0,male,Master,37996.0,7,RENT,HOMEIMPROVEMENT,16.77,0.19,9.0,No,26,297000,951
27.0,male,Master,76698.0,9,RENT,MEDICAL,15.99,0.1,10.0,No,30,338500,940
27.0,male,Associate,60983.0,2,MORTGAGE,MEDICAL,11.01,0.14,7.0,No,24,229500,796
28.0,female,High School,25291.0,3,RENT,MEDICAL,9.76,0.3,9.0,No,27,296000,913
30.0,male,High School,27453.0,8,RENT,MEDICAL,10.37,0.27,9.0,No,27,303000,935
29.0,male,Associate,31513.0,5,RENT,EDUCATION,14.59,0.24,5.0,No,27,297000,916
33.0,female,High School,36726.0,11,RENT,EDUCATION,11.86,0.2,5.0,No,24,260500,904
27.0,male,Master,40411.0,6,RENT,MEDICAL,15.65,0.19,7.0,No,29,323000,928
35.0,female,Doctorate,36677.0,9,RENT,EDUCATION,11.01,0.2,6.0,No,28,336500,1001
28.0,male,High School,38139.0,5,RENT,HOMEIMPROVEMENT,15.31,0.2,5.0,No,29,321000,922
33.0,male,Bachelor,61119.0,9,MORTGAGE,MEDICAL,11.01,0.07,8.0,No,28,335000,997
31.0,female,Master,41804.0,9,RENT,HOMEIMPROVEMENT,15.58,0.18,5.0,No,27,306500,945
28.0,male,Bachelor,62185.0,10,MORTGAGE,PERSONAL,10.59,0.16,8.0,No,30,340500,945
32.0,male,Bachelor,41706.0,11,RENT,EDUCATION,10.01,0.18,5.0,No,29,336500,966
30.0,female,Bachelor,42035.0,5,RENT,VENTURE,11.01,0.18,6.0,No,28,312000,928
28.0,male,Associate,44081.0,7,RENT,HOMEIMPROVEMENT,10.39,0.17,9.0,No,30,339500,943
27.0,male,Master,44324.0,2,RENT,PERSONAL,13.55,0.17,7.0,No,31,343500,923
33.0,male,Master,47316.0,15,RENT,VENTURE,11.01,0.16,5.0,No,28,324000,964
28.0,male,Master,62195.0,2,MORTGAGE,PERSONAL,7.49,0.08,6.0,No,29,319500,918
34.0,female,Associate,47580.0,12,RENT,DEBTCONSOLIDATION,9.45,0.16,9.0,No,26,303500,972
27.0,female,High School,62081.0,4,MORTGAGE,HOMEIMPROVEMENT,6.99,0.16,5.0,No,30,339000,941
27.0,male,High School,52467.0,0,RENT,MEDICAL,11.91,0.14,7.0,No,28,301500,897
33.0,male,Bachelor,54239.0,12,RENT,EDUCATION,12.92,0.14,6.0,No,27,307000,947
28.0,female,Associate,62277.0,3,OWN,DEBTCONSOLIDATION,17.74,0.33,5.0,No,28,308000,916
30.0,female,Associate,54560.0,8,RENT,MEDICAL,15.05,0.14,6.0,No,27,300000,925
33.0,female,Bachelor,62063.0,12,MORTGAGE,EDUCATION,9.63,0.02,7.0,No,26,297500,953
32.0,female,Master,62135.0,10,MORTGAGE,MEDICAL,11.01,0.24,8.0,No,29,335000,962
28.0,male,Associate,62126.0,5,MORTGAGE,PERSONAL,12.29,0.03,8.0,No,30,344500,956
29.0,female,High School,71800.0,8,RENT,HOMEIMPROVEMENT,9.99,0.1,8.0,No,29,323000,928
27.0,male,High School,62851.0,5,MORTGAGE,VENTURE,16.29,0.22,9.0,No,26,270000,865
34.0,female,Doctorate,62969.0,8,MORTGAGE,VENTURE,17.88,0.19,8.0,No,27,315000,972
28.0,female,High School,80302.0,6,RENT,VENTURE,11.28,0.09,7.0,No,30,333500,926
29.0,male,Bachelor,124616.0,7,RENT,PERSONAL,16.77,0.06,7.0,No,31,357500,961
27.0,female,High School,63112.0,5,MORTGAGE,HOMEIMPROVEMENT,15.96,0.05,6.0,No,28,304000,904
28.0,female,Master,22347.0,6,RENT,HOMEIMPROVEMENT,8.49,0.34,9.0,No,29,327500,941
27.0,female,Master,55222.0,3,RENT,MEDICAL,14.59,0.14,8.0,No,24,231000,802
29.0,male,Master,40558.0,8,RENT,HOMEIMPROVEMENT,19.29,0.19,6.0,No,27,294500,908
29.0,male,Associate,68334.0,5,RENT,EDUCATION,13.75,0.11,6.0,No,30,341000,947
29.0,female,High School,29711.0,9,RENT,VENTURE,13.85,0.26,8.0,No,29,323000,928
29.0,male,Associate,32777.0,4,RENT,MEDICAL,14.27,0.24,7.0,No,30,337500,937
30.0,female,High School,36735.0,9,RENT,VENTURE,13.87,0.21,9.0,No,29,336500,966
29.0,female,High School,63518.0,4,MORTGAGE,EDUCATION,7.9,0.14,7.0,No,29,330500,949
34.0,female,Bachelor,65520.0,7,RENT,VENTURE,14.84,0.12,6.0,No,26,309500,991
30.0,male,Bachelor,63868.0,6,MORTGAGE,EDUCATION,9.63,0.16,8.0,No,30,342000,950
27.0,male,Bachelor,64182.0,3,MORTGAGE,PERSONAL,17.27,0.34,9.0,No,30,336500,934
28.0,female,Master,30115.0,7,RENT,MEDICAL,15.99,0.26,5.0,No,28,303000,901
28.0,female,Bachelor,42855.0,5,RENT,DEBTCONSOLIDATION,15.62,0.19,10.0,No,30,347000,963
31.0,female,High School,16282.0,10,RENT,VENTURE,12.84,0.49,10.0,No,27,311500,961
27.0,male,Bachelor,17036.0,7,RENT,MEDICAL,12.18,0.47,5.0,No,30,327000,908
27.0,female,Associate,22682.0,3,RENT,EDUCATION,10.75,0.35,10.0,No,29,319500,918
27.0,female,Associate,22518.0,6,RENT,PERSONAL,10.25,0.36,10.0,No,29,310000,890
33.0,female,Bachelor,24046.0,10,RENT,MEDICAL,7.66,0.33,6.0,No,26,293000,939
28.0,male,High School,24766.0,6,RENT,MEDICAL,12.42,0.32,8.0,No,30,332500,923
27.0,male,Master,25020.0,4,RENT,PERSONAL,11.89,0.32,10.0,No,29,320000,919
32.0,male,Master,25295.0,10,RENT,DEBTCONSOLIDATION,8.49,0.32,6.0,No,28,318500,947
29.0,male,Bachelor,26206.0,4,RENT,EDUCATION,11.71,0.31,7.0,No,27,291500,899
35.0,male,Master,26350.0,13,RENT,MEDICAL,11.14,0.3,6.0,No,29,352000,1011
27.0,male,High School,26757.0,6,RENT,MEDICAL,10.59,0.3,5.0,No,31,358000,962
29.0,male,Bachelor,27268.0,7,RENT,EDUCATION,11.01,0.29,7.0,No,30,340500,945
27.0,male,Bachelor,29871.0,5,RENT,EDUCATION,12.99,0.27,6.0,No,30,329000,913
27.0,female,Master,29799.0,1,RENT,DEBTCONSOLIDATION,7.29,0.27,7.0,No,28,308500,918
28.0,female,Bachelor,64530.0,10,MORTGAGE,EDUCATION,7.14,0.08,10.0,No,29,323500,929
27.0,female,Bachelor,29724.0,5,RENT,PERSONAL,11.01,0.27,8.0,No,29,322000,925
33.0,female,Bachelor,29695.0,11,RENT,VENTURE,11.12,0.27,9.0,No,29,342000,982
35.0,male,Bachelor,31112.0,14,RENT,MEDICAL,7.51,0.26,7.0,No,29,352500,1012
33.0,male,Bachelor,31182.0,10,RENT,EDUCATION,11.01,0.26,8.0,No,28,332500,989
28.0,male,Bachelor,30964.0,5,RENT,MEDICAL,6.91,0.26,6.0,No,30,342500,951
27.0,female,Associate,31014.0,4,RENT,PERSONAL,14.84,0.26,7.0,No,29,310000,890
35.0,female,Bachelor,32207.0,14,RENT,PERSONAL,7.9,0.25,10.0,No,28,339500,1010
28.0,female,Master,32511.0,3,RENT,VENTURE,11.36,0.25,5.0,No,30,342500,951
27.0,male,Associate,32673.0,8,RENT,PERSONAL,10.59,0.24,7.0,No,28,302500,900
35.0,male,High School,36820.0,10,RENT,DEBTCONSOLIDATION,20.0,0.22,7.0,No,24,275500,956
27.0,male,Bachelor,65361.0,0,MORTGAGE,VENTURE,14.27,0.15,10.0,No,30,332000,922
28.0,male,Bachelor,40419.0,9,RENT,DEBTCONSOLIDATION,14.65,0.2,9.0,No,28,312000,928
32.0,male,High School,35756.0,8,RENT,EDUCATION,18.25,0.22,6.0,No,29,342000,982
28.0,male,Bachelor,36107.0,8,RENT,MEDICAL,13.11,0.22,9.0,No,30,331500,920
29.0,female,High School,36955.0,4,RENT,HOMEIMPROVEMENT,12.69,0.22,6.0,No,29,333000,956
27.0,female,Associate,38089.0,6,RENT,DEBTCONSOLIDATION,7.66,0.21,8.0,No,30,335000,930
33.0,female,Master,65952.0,7,MORTGAGE,DEBTCONSOLIDATION,15.23,0.49,7.0,No,24,272500,946
35.0,male,Associate,39598.0,16,RENT,HOMEIMPROVEMENT,5.99,0.2,9.0,No,28,339500,1010
28.0,female,Master,40144.0,6,RENT,DEBTCONSOLIDATION,11.01,0.2,7.0,No,27,287000,885
30.0,male,Master,40580.0,10,RENT,DEBTCONSOLIDATION,14.59,0.2,8.0,No,26,279500,895
29.0,male,Master,40976.0,6,RENT,HOMEIMPROVEMENT,5.79,0.2,8.0,No,30,347500,965
34.0,male,Bachelor,41680.0,9,RENT,PERSONAL,17.49,0.19,9.0,No,25,293500,978
29.0,female,High School,65769.0,6,MORTGAGE,DEBTCONSOLIDATION,7.49,0.11,9.0,No,29,332500,955
29.0,female,Bachelor,41540.0,5,RENT,DEBTCONSOLIDATION,16.77,0.19,10.0,No,29,335500,964
30.0,male,Doctorate,41814.0,3,RENT,MEDICAL,7.9,0.19,5.0,No,29,328000,942
29.0,male,High School,66043.0,6,OWN,MEDICAL,18.79,0.3,5.0,No,26,269500,863
28.0,female,High School,65783.0,3,MORTGAGE,MEDICAL,15.23,0.09,8.0,No,26,267000,855
30.0,male,High School,43541.0,10,RENT,EDUCATION,14.59,0.18,9.0,No,28,322000,958
30.0,female,Bachelor,43951.0,5,RENT,DEBTCONSOLIDATION,15.99,0.18,6.0,No,29,336500,966
27.0,female,Master,44457.0,5,RENT,DEBTCONSOLIDATION,13.85,0.18,6.0,No,28,299000,889
27.0,male,High School,44924.0,4,RENT,PERSONAL,7.9,0.18,9.0,No,25,252500,841
27.0,male,Bachelor,65675.0,1,MORTGAGE,PERSONAL,16.49,0.18,5.0,No,31,356000,956
35.0,female,Doctorate,47055.0,14,RENT,MEDICAL,18.09,0.17,7.0,No,29,356500,1024
31.0,male,High School,65764.0,10,MORTGAGE,MEDICAL,8.49,0.23,6.0,No,27,300500,927
28.0,female,Bachelor,48005.0,2,RENT,MEDICAL,14.91,0.17,7.0,No,29,316000,908
27.0,female,Bachelor,49180.0,4,RENT,VENTURE,15.65,0.16,6.0,No,29,318000,913
27.0,female,Bachelor,50166.0,3,RENT,DEBTCONSOLIDATION,12.84,0.16,10.0,No,27,279000,861
30.0,male,Master,65793.0,6,MORTGAGE,EDUCATION,12.61,0.08,10.0,No,29,329000,945
32.0,female,Associate,58636.0,8,RENT,HOMEIMPROVEMENT,14.42,0.14,8.0,No,29,347000,997
30.0,male,Master,65973.0,8,MORTGAGE,DEBTCONSOLIDATION,15.58,0.18,5.0,No,28,312000,928
28.0,male,High School,65761.0,8,OWN,DEBTCONSOLIDATION,16.45,0.1,6.0,No,27,290500,896
31.0,male,Master,60544.0,7,RENT,DEBTCONSOLIDATION,14.09,0.13,8.0,No,28,329000,979
33.0,male,High School,65881.0,13,MORTGAGE,EDUCATION,18.67,0.24,10.0,No,28,334000,994
29.0,female,Bachelor,65681.0,7,MORTGAGE,PERSONAL,20.0,0.38,8.0,No,29,332500,955
28.0,female,Associate,31028.0,6,RENT,HOMEIMPROVEMENT,18.43,0.17,6.0,No,28,308500,918
27.0,female,Associate,15410.0,8,RENT,MEDICAL,8.49,0.32,10.0,No,29,322500,926
34.0,male,Bachelor,18042.0,11,RENT,PERSONAL,13.35,0.28,10.0,No,29,361500,1038
29.0,male,Master,18265.0,5,RENT,HOMEIMPROVEMENT,12.18,0.27,5.0,No,30,348000,966
31.0,male,Bachelor,19079.0,6,RENT,EDUCATION,11.01,0.26,10.0,No,24,252500,876
29.0,female,Bachelor,65656.0,7,MORTGAGE,MEDICAL,15.31,0.23,10.0,No,28,318500,947
28.0,male,Bachelor,18718.0,6,RENT,PERSONAL,7.4,0.27,9.0,No,31,354000,951
32.0,male,Associate,19834.0,12,RENT,HOMEIMPROVEMENT,5.42,0.25,5.0,No,26,293000,939
28.0,male,Bachelor,19526.0,3,RENT,HOMEIMPROVEMENT,10.37,0.26,9.0,No,27,288000,888
28.0,female,Associate,20086.0,8,RENT,DEBTCONSOLIDATION,16.45,0.25,7.0,No,29,316500,909
29.0,female,Bachelor,21535.0,9,RENT,HOMEIMPROVEMENT,6.92,0.23,10.0,No,30,343500,954
32.0,male,Bachelor,21087.0,12,RENT,PERSONAL,7.29,0.24,9.0,No,28,329000,979
32.0,male,Bachelor,21117.0,7,RENT,PERSONAL,14.35,0.24,7.0,No,28,329500,980
29.0,male,Doctorate,22270.0,7,RENT,EDUCATION,13.11,0.22,10.0,No,29,335500,964
28.0,male,Master,23463.0,8,RENT,MEDICAL,11.01,0.21,9.0,No,27,283500,875
29.0,male,Master,65698.0,7,MORTGAGE,MEDICAL,18.53,0.23,8.0,No,30,346000,961
34.0,female,Master,23920.0,8,RENT,VENTURE,6.99,0.21,7.0,No,28,338000,1005
32.0,female,High School,23838.0,8,RENT,EDUCATION,9.99,0.21,9.0,No,27,302000,932
27.0,female,Bachelor,24043.0,6,RENT,PERSONAL,12.53,0.21,7.0,No,29,312000,896
34.0,male,Master,24946.0,12,RENT,MEDICAL,18.43,0.2,9.0,No,29,351500,1010
30.0,female,Bachelor,65653.0,12,MORTGAGE,MEDICAL,14.42,0.23,8.0,No,28,317000,943
31.0,male,Associate,65675.0,12,MORTGAGE,MEDICAL,18.53,0.3,10.0,No,27,307000,947
30.0,male,Associate,65674.0,8,MORTGAGE,HOMEIMPROVEMENT,18.72,0.37,8.0,No,27,305500,942
31.0,male,Master,29406.0,5,RENT,DEBTCONSOLIDATION,10.99,0.17,6.0,No,27,309000,953
30.0,male,Associate,29440.0,7,RENT,EDUCATION,11.11,0.17,9.0,No,30,346500,962
30.0,male,High School,29682.0,10,RENT,MEDICAL,11.01,0.17,8.0,No,27,296500,915
31.0,female,Associate,31099.0,7,RENT,DEBTCONSOLIDATION,12.99,0.16,8.0,No,29,340500,978
30.0,male,High School,30937.0,10,RENT,HOMEIMPROVEMENT,9.91,0.16,7.0,No,29,334000,959
28.0,female,Associate,66210.0,5,MORTGAGE,EDUCATION,11.89,0.3,5.0,No,29,316000,908
34.0,male,Bachelor,31950.0,8,RENT,MEDICAL,12.8,0.16,5.0,No,26,305500,979
28.0,male,High School,66920.0,4,MORTGAGE,EDUCATION,10.38,0.25,9.0,No,29,319500,918
28.0,male,Bachelor,32677.0,4,RENT,PERSONAL,13.11,0.15,6.0,No,29,317000,910
28.0,male,Bachelor,32491.0,6,RENT,MEDICAL,14.83,0.15,10.0,No,31,352500,947
32.0,male,Associate,66981.0,7,MORTGAGE,HOMEIMPROVEMENT,10.59,0.24,7.0,No,29,351000,1008
29.0,male,Bachelor,34535.0,4,RENT,MEDICAL,17.51,0.14,7.0,No,28,316000,940
29.0,female,Master,68015.0,6,RENT,PERSONAL,11.01,0.12,5.0,No,26,271000,868
29.0,male,Bachelor,67103.0,7,MORTGAGE,VENTURE,12.73,0.07,7.0,No,29,329000,945
32.0,female,Master,71712.0,11,RENT,PERSONAL,14.96,0.11,10.0,No,25,278000,926
32.0,male,Bachelor,71828.0,6,RENT,MEDICAL,16.49,0.11,8.0,No,28,329500,980
29.0,male,Associate,67613.0,4,MORTGAGE,MEDICAL,15.33,0.15,8.0,No,29,329000,945
32.0,female,Associate,76925.0,7,RENT,DEBTCONSOLIDATION,10.74,0.1,5.0,No,28,318500,947
28.0,male,Associate,66329.0,5,RENT,MEDICAL,15.65,0.12,10.0,No,26,281000,900
29.0,female,Master,68169.0,8,MORTGAGE,MEDICAL,11.49,0.12,5.0,No,30,337000,936
28.0,female,Associate,74357.0,8,RENT,MEDICAL,10.38,0.11,8.0,No,28,312000,928
27.0,male,High School,67978.0,5,MORTGAGE,HOMEIMPROVEMENT,6.91,0.15,8.0,No,28,295000,877
28.0,female,Master,67958.0,8,MORTGAGE,HOMEIMPROVEMENT,12.29,0.07,5.0,No,29,330000,948
27.0,male,Associate,68048.0,5,MORTGAGE,EDUCATION,13.55,0.37,8.0,No,27,287000,885
28.0,male,Bachelor,124867.0,5,RENT,EDUCATION,14.61,0.06,10.0,No,29,321500,923
30.0,male,Associate,130540.0,4,RENT,PERSONAL,14.96,0.06,7.0,No,29,337000,968
33.0,female,Bachelor,68319.0,11,MORTGAGE,EDUCATION,12.42,0.12,6.0,No,29,342500,984
31.0,male,Bachelor,69032.0,11,MORTGAGE,MEDICAL,13.35,0.06,5.0,No,27,304500,939
28.0,male,Associate,68841.0,8,MORTGAGE,PERSONAL,14.91,0.24,10.0,No,31,349000,938
32.0,male,Associate,23913.0,7,RENT,PERSONAL,6.62,0.35,9.0,No,27,317000,978
31.0,male,Master,33078.0,10,RENT,VENTURE,7.51,0.25,7.0,No,28,328000,976
30.0,female,Associate,39511.0,8,RENT,HOMEIMPROVEMENT,13.98,0.21,9.0,No,29,334000,959
34.0,male,High School,40171.0,10,RENT,DEBTCONSOLIDATION,14.96,0.21,5.0,No,27,326000,1006
34.0,female,Bachelor,69542.0,11,MORTGAGE,HOMEIMPROVEMENT,5.99,0.04,7.0,No,27,319000,984
31.0,female,Bachelor,40960.0,8,RENT,MEDICAL,18.43,0.21,5.0,No,29,330500,949
34.0,male,Associate,41168.0,15,RENT,MEDICAL,10.99,0.2,9.0,No,26,308500,988
30.0,female,Associate,69575.0,12,MORTGAGE,MEDICAL,17.93,0.13,6.0,No,29,339500,975
27.0,male,Bachelor,60533.0,4,RENT,EDUCATION,11.01,0.14,5.0,No,29,323000,928
33.0,female,High School,69371.0,8,MORTGAGE,EDUCATION,15.68,0.14,8.0,No,28,329000,979
30.0,male,Master,64099.0,5,RENT,HOMEIMPROVEMENT,7.49,0.13,6.0,No,29,332500,955
28.0,male,Bachelor,79917.0,6,RENT,DEBTCONSOLIDATION,7.51,0.11,8.0,No,29,319500,918
28.0,male,Bachelor,90998.0,8,RENT,DEBTCONSOLIDATION,11.14,0.09,5.0,No,28,307500,915
27.0,male,Master,69911.0,3,MORTGAGE,MEDICAL,12.18,0.24,8.0,No,29,322000,925
35.0,male,High School,70210.0,14,MORTGAGE,PERSONAL,6.76,0.03,9.0,No,27,321500,992
31.0,male,Associate,23890.0,9,RENT,HOMEIMPROVEMENT,11.01,0.36,6.0,No,27,302000,932
28.0,male,Bachelor,25002.0,6,RENT,MEDICAL,8.88,0.34,10.0,No,29,326000,936
30.0,female,High School,118589.0,7,RENT,PERSONAL,10.78,0.07,9.0,No,29,327000,939
29.0,male,Associate,34457.0,6,RENT,PERSONAL,19.42,0.25,8.0,No,29,330000,948
27.0,female,Doctorate,39279.0,4,RENT,MEDICAL,16.02,0.22,6.0,No,30,342000,950
28.0,male,Associate,34991.0,6,RENT,VENTURE,14.61,0.25,10.0,No,29,325000,933
30.0,male,Bachelor,39193.0,8,RENT,PERSONAL,15.58,0.22,10.0,No,29,333500,958
31.0,female,Doctorate,70905.0,8,MORTGAGE,DEBTCONSOLIDATION,11.01,0.23,8.0,No,28,328000,976
32.0,female,Master,29577.0,10,RENT,VENTURE,15.62,0.3,7.0,No,29,341000,979
33.0,female,High School,70466.0,11,MORTGAGE,DEBTCONSOLIDATION,10.62,0.21,5.0,No,28,329500,980
34.0,female,High School,29852.0,12,RENT,EDUCATION,11.14,0.3,8.0,No,27,326000,1006
35.0,male,Master,70296.0,17,MORTGAGE,MEDICAL,13.99,0.21,9.0,No,25,287000,956
33.0,male,High School,35033.0,8,RENT,EDUCATION,11.01,0.26,8.0,No,28,333000,991
27.0,female,Bachelor,39061.0,5,RENT,MEDICAL,11.48,0.23,8.0,No,31,344000,924
33.0,female,High School,41718.0,13,RENT,VENTURE,14.17,0.22,10.0,No,27,314000,969
29.0,female,Master,35990.0,6,RENT,HOMEIMPROVEMENT,6.54,0.25,9.0,No,28,309500,921
29.0,female,High School,71586.0,5,MORTGAGE,DEBTCONSOLIDATION,11.71,0.07,6.0,No,28,304000,904
31.0,male,Associate,35719.0,9,RENT,MEDICAL,15.37,0.25,9.0,No,27,301000,929
35.0,female,Bachelor,71862.0,12,MORTGAGE,MEDICAL,15.7,0.17,9.0,No,29,359000,1031
34.0,female,Bachelor,71530.0,11,MORTGAGE,HOMEIMPROVEMENT,17.74,0.24,10.0,No,24,274000,951
29.0,male,Bachelor,37241.0,10,RENT,HOMEIMPROVEMENT,6.91,0.24,8.0,No,28,309000,919
27.0,male,Associate,72004.0,6,MORTGAGE,PERSONAL,7.9,0.04,9.0,No,31,346500,931
28.0,male,Bachelor,39738.0,2,RENT,EDUCATION,13.99,0.23,7.0,No,28,300000,892
28.0,male,Master,39682.0,7,RENT,PERSONAL,15.62,0.23,10.0,No,30,335500,931
35.0,male,High School,44355.0,11,RENT,MEDICAL,18.39,0.2,6.0,No,25,291000,970
29.0,female,High School,71456.0,10,MORTGAGE,VENTURE,16.77,0.11,8.0,No,24,246500,855
28.0,male,High School,45919.0,8,RENT,HOMEIMPROVEMENT,14.59,0.2,8.0,No,30,335500,931
32.0,female,Bachelor,46786.0,4,RENT,MEDICAL,15.31,0.19,7.0,No,30,353000,980
33.0,male,Associate,53657.0,13,RENT,MEDICAL,15.21,0.17,6.0,No,28,332500,989
28.0,female,Associate,56167.0,7,RENT,DEBTCONSOLIDATION,17.56,0.16,7.0,No,30,346000,961
34.0,female,Associate,35215.0,13,RENT,EDUCATION,12.69,0.26,5.0,No,27,328000,1012
32.0,male,High School,71794.0,10,MORTGAGE,MEDICAL,13.72,0.05,6.0,No,28,333500,992
28.0,female,Bachelor,23614.0,8,RENT,DEBTCONSOLIDATION,11.49,0.39,7.0,No,31,350000,940
28.0,female,Bachelor,23934.0,2,RENT,MEDICAL,14.22,0.39,9.0,No,30,333500,926
33.0,female,Associate,27578.0,9,RENT,EDUCATION,12.87,0.34,9.0,No,28,323500,962
30.0,male,Bachelor,31997.0,9,RENT,EDUCATION,11.01,0.29,5.0,No,30,342000,950
30.0,female,Doctorate,34664.0,7,RENT,MEDICAL,11.48,0.27,9.0,No,31,363500,977
33.0,female,Bachelor,36735.0,14,RENT,VENTURE,9.99,0.25,10.0,No,25,288000,960
29.0,female,High School,39365.0,3,RENT,HOMEIMPROVEMENT,15.65,0.23,7.0,No,28,312500,930
35.0,female,Associate,41505.0,13,RENT,PERSONAL,10.59,0.22,10.0,No,28,333500,992
27.0,male,Bachelor,44114.0,5,RENT,EDUCATION,11.01,0.21,9.0,No,29,324500,932
32.0,female,Associate,15340.0,10,RENT,MEDICAL,8.38,0.61,6.0,No,29,336500,966
32.0,male,Bachelor,37021.0,13,RENT,MEDICAL,13.62,0.25,7.0,No,26,300500,963
32.0,female,High School,35358.0,11,RENT,PERSONAL,14.27,0.27,10.0,No,25,268000,893
34.0,male,High School,71923.0,15,MORTGAGE,MEDICAL,11.01,0.28,7.0,No,27,325500,1004
32.0,male,Bachelor,35505.0,11,RENT,DEBTCONSOLIDATION,16.29,0.27,8.0,No,29,338000,971
31.0,male,Master,27416.0,9,RENT,PERSONAL,14.59,0.35,8.0,No,26,294000,942
29.0,male,Bachelor,72049.0,7,MORTGAGE,DEBTCONSOLIDATION,15.65,0.25,8.0,No,26,280000,897
28.0,male,Associate,71574.0,8,MORTGAGE,DEBTCONSOLIDATION,9.63,0.17,10.0,No,31,349000,938
29.0,female,High School,59917.0,9,RENT,EDUCATION,11.01,0.16,5.0,No,28,314000,934
30.0,female,High School,71703.0,10,MORTGAGE,MEDICAL,8.0,0.14,9.0,No,29,340000,977
27.0,male,Bachelor,24665.0,6,RENT,HOMEIMPROVEMENT,6.62,0.39,9.0,No,28,301500,897
29.0,male,Associate,71620.0,6,MORTGAGE,DEBTCONSOLIDATION,9.76,0.21,8.0,No,29,333000,956
32.0,female,Master,30586.0,14,RENT,EDUCATION,7.14,0.31,9.0,No,30,360000,1000
28.0,female,High School,30915.0,2,RENT,MEDICAL,14.27,0.31,10.0,No,29,319500,918
35.0,male,Master,34795.0,12,RENT,MEDICAL,13.57,0.28,7.0,No,27,324500,1001
28.0,female,Bachelor,37216.0,3,RENT,VENTURE,11.01,0.26,7.0,No,28,299500,891
29.0,male,Master,41327.0,8,RENT,PERSONAL,15.99,0.23,7.0,No,31,354500,952
28.0,female,Associate,71898.0,7,MORTGAGE,PERSONAL,7.37,0.11,6.0,No,31,355500,955
28.0,male,Bachelor,44408.0,6,RENT,MEDICAL,14.61,0.22,10.0,No,31,357000,959
27.0,male,Bachelor,72662.0,6,MORTGAGE,VENTURE,14.84,0.11,9.0,No,29,322500,926
27.0,female,Master,48806.0,6,RENT,MEDICAL,11.01,0.2,9.0,No,31,353000,948
